Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US,Booster_Doses_Vax_pct_agegroup,Booster_Doses_Pop_Pct_known,Booster_Doses_Vax_Pct_US,Booster_Doses_Pop_Pct_known_Last14Days,Booster_Doses_Yes,Booster_Doses_Yes_Last14Days
05/05/2022,Ages_12-17_yrs,17511286,6.8,6.8,14945773,69.2,59.1,6.8,6.8,24.7,3.7,7.1,7.4,3691801,45038
05/05/2022,Sex_Female,133419956,52.2,51.7,114474638,79.2,67.9,52.4,52,50,54.8,52.5,55.5,55218964,338757
05/05/2022,Ages_40-49_yrs,35342688,13.7,13.7,30385742,86.6,74.5,13.8,13.8,43.8,13.2,14.4,10,13307552,61161
05/05/2022,Race_eth_NHMult_Oth,11508317,6,4.5,10258150,,,6,4.7,56.3,6.1,5.9,6.7,5469538,36110
05/05/2022,Race_eth_NHAsian,12824716,6.7,5,11585266,67.5,61,6.8,5.3,69.1,8.3,6.6,8.2,7463714,44191
05/05/2022,Ages_<5yrs,96886,0,0,47853,0.5,0.2,0,0,0,0,0,0,0,0
05/05/2022,Ages_65-74_yrs,33862644,13.1,13.1,29569599,95,92.7,13.4,13.4,67.1,19.7,14,19,19853751,116139
05/05/2022,Sex_known,255671580,99.9,99.1,218435594,,,99.9,99.3,48,99.9,99.9,99.9,100795216,610224
05/05/2022,Race_eth_NHAIAN,1763415,0.9,0.7,1468451,72.4,60.3,0.9,0.7,45.8,0.7,0.8,1.1,634217,5804
05/05/2022,Ages_25-39_yrs,54784758,21.2,21.2,45753476,80.1,66.9,20.8,20.8,35.8,16.2,21.6,15.5,16398757,94757
05/05/2022,Sex_Male,122251624,47.8,47.4,103960956,74.8,63.6,47.6,47.3,45.7,45.2,47.5,44.5,45576252,271467
05/05/2022,Race_eth_NHOther,7716275,4,3,6461470,,,3.8,2.9,46.5,3.2,3.8,3.2,2878262,17615
05/05/2022,Race_eth_NHMultiracial,3792042,2,1.5,3796680,51.6,51.7,2.2,1.7,73.4,2.9,2.2,3.4,2591276,18495
05/05/2022,Ages_<12yrs,10267491,4,4,8285035,21.2,17.1,3.8,3.8,0,0,0,0,0,0
05/05/2022,Race_eth_Hispanic,39957760,20.8,15.5,34018373,62.7,53.4,19.9,15.5,42.3,15.1,19.6,19.4,13622621,105363
05/05/2022,US,257960561,,100,219974190,77.7,66.3,,100,47.7,,100,,100982282,611081
05/05/2022,Ages_5-11_yrs,10164247,3.9,3.9,8235635,35.4,28.7,3.7,3.7,0,0,0,0,0,0
05/05/2022,Age_known,257951724,99.9,99.9,219972019,,,99.9,99.9,47.7,99.9,99.9,99.9,100982282,611081
05/05/2022,Ages_50-64_yrs,59282310,23,23,51678366,93.1,81.2,23.5,23.5,53.2,27.2,24.4,25.4,27496450,155348
05/05/2022,Sex_unknown,2288981,0.9,0.9,1538596,,,0.7,0.7,12.3,0.2,0.7,0.1,187066,857
05/05/2022,Race_eth_NHBlack,19752635,10.3,7.7,17291989,47.9,42,10.1,7.9,45,8.3,10.2,12.1,7497147,65550
05/05/2022,Race_eth_NHWhite,105524991,55,40.9,95867971,53.5,48.6,56,43.6,59.5,61.2,56.6,52.2,55180410,282811
05/05/2022,Race_eth_known,191948729,99.9,74.4,171046997,,,99.9,77.8,54.9,99.9,99.9,99.9,90117730,542076
05/05/2022,Ages_16-17_yrs,6101165,2.4,2.4,5230339,72.7,62.3,2.4,2.4,29.6,1.5,2.5,2.4,1549440,14501
05/05/2022,Race_eth_unknown,66011785,34.4,25.6,48927087,,,28.6,22.2,22.8,12.1,29,12.7,10864552,69005
05/05/2022,Ages_12-15_yrs,11410121,4.4,4.4,9715434,67.5,57.4,4.4,4.4,22.1,2.1,4.6,5,2142361,30537
05/05/2022,Age_unknown,8837,0,0,2171,,,0,0,0,0,0,0,0,0
05/05/2022,Ages_18-24_yrs,23924328,9.3,9.3,19403487,78.2,63.4,8.8,8.8,31.2,6,9.2,7.2,6052200,43887
05/05/2022,Race_eth_NHNHOPI,616895,0.3,0.2,556797,66.4,60,0.3,0.3,47.7,0.3,0.3,0.4,250083,2247
05/05/2022,Ages_75+_yrs,22976219,8.9,8.9,19950541,95,87.1,9.1,9.1,71.1,14,9.4,15.5,14181771,94751
05/04/2022,Ages_50-64_yrs,59282310,23,23,51678366,93.1,81.2,23.5,23.5,53.2,27.2,24.4,25.5,27496450,176795
05/04/2022,Ages_12-17_yrs,17511286,6.8,6.8,14945773,69.2,59.1,6.8,6.8,24.7,3.7,7.1,7.4,3691801,51007
05/04/2022,Race_eth_NHNHOPI,616895,0.3,0.2,556797,66.4,60,0.3,0.3,47.7,0.3,0.3,0.4,250083,2539
05/04/2022,Race_eth_NHOther,7716275,4,3,6461470,,,3.8,2.9,46.5,3.2,3.8,3.3,2878262,19975
05/04/2022,Ages_<5yrs,96886,0,0,47853,0.5,0.2,0,0,0,0,0,0,0,0
05/04/2022,Ages_16-17_yrs,6101165,2.4,2.4,5230339,72.7,62.3,2.4,2.4,29.6,1.5,2.5,2.3,1549440,16283
05/04/2022,Ages_<12yrs,10267491,4,4,8285035,21.2,17.1,3.8,3.8,0,0,0,0,0,0
05/04/2022,Ages_5-11_yrs,10164247,3.9,3.9,8235635,35.4,28.7,3.7,3.7,0,0,0,0,0,0
05/04/2022,Sex_Male,122251624,47.8,47.4,103960956,74.8,63.6,47.6,47.3,45.7,45.2,47.5,44.4,45576252,307438
05/04/2022,Race_eth_known,191948729,99.9,74.4,171046997,,,99.9,77.8,54.9,99.9,99.9,99.9,90117730,613709
05/04/2022,Ages_18-24_yrs,23924328,9.3,9.3,19403487,78.2,63.4,8.8,8.8,31.2,6,9.2,7.1,6052200,48991
05/04/2022,Sex_unknown,2288981,0.9,0.9,1538596,,,0.7,0.7,12.3,0.2,0.7,0.1,187066,994
05/04/2022,Ages_25-39_yrs,54784758,21.2,21.2,45753476,80.1,66.9,20.8,20.8,35.8,16.2,21.6,15.3,16398757,106442
05/04/2022,Race_eth_unknown,66011785,34.4,25.6,48927087,,,28.6,22.2,22.8,12.1,29,13,10864552,79779
05/04/2022,Race_eth_NHWhite,105524991,55,40.9,95867971,53.5,48.6,56,43.6,59.5,61.2,56.6,52.2,55180410,320541
05/04/2022,Ages_65-74_yrs,33862644,13.1,13.1,29569599,95,92.7,13.4,13.4,67.1,19.7,14,19.1,19853751,132700
05/04/2022,Race_eth_NHMultiracial,3792042,2,1.5,3796680,51.6,51.7,2.2,1.7,73.4,2.9,2.2,3.5,2591276,21261
05/04/2022,Ages_12-15_yrs,11410121,4.4,4.4,9715434,67.5,57.4,4.4,4.4,22.1,2.1,4.6,5,2142361,34724
05/04/2022,Ages_75+_yrs,22976219,8.9,8.9,19950541,95,87.1,9.1,9.1,71.1,14,9.4,15.6,14181771,108243
05/04/2022,Age_unknown,8837,0,0,2171,,,0,0,0,0,0,0,0,0
05/04/2022,Race_eth_NHBlack,19752635,10.3,7.7,17291989,47.9,42,10.1,7.9,45,8.3,10.2,12.1,7497147,74262
05/04/2022,Sex_known,255671580,99.9,99.1,218435594,,,99.9,99.3,48,99.9,99.9,99.9,100795216,692494
05/04/2022,Race_eth_NHMult_Oth,11508317,6,4.5,10258150,,,6,4.7,56.3,6.1,5.9,6.7,5469538,41236
05/04/2022,Age_known,257951724,99.9,99.9,219972019,,,99.9,99.9,47.7,99.9,99.9,99.9,100982282,693488
05/04/2022,Race_eth_NHAsian,12824716,6.7,5,11585266,67.5,61,6.8,5.3,69.1,8.3,6.6,8,7463714,49323
05/04/2022,Race_eth_NHAIAN,1763415,0.9,0.7,1468451,72.4,60.3,0.9,0.7,45.8,0.7,0.8,1.1,634217,6608
05/04/2022,US,257960561,,100,219974190,77.7,66.3,,100,47.7,,100,,100982282,693488
05/04/2022,Sex_Female,133419956,52.2,51.7,114474638,79.2,67.9,52.4,52,50,54.8,52.5,55.6,55218964,385056
05/04/2022,Ages_40-49_yrs,35342688,13.7,13.7,30385742,86.6,74.5,13.8,13.8,43.8,13.2,14.4,10,13307552,69310
05/04/2022,Race_eth_Hispanic,39957760,20.8,15.5,34018373,62.7,53.4,19.9,15.5,42.3,15.1,19.6,19.4,13622621,119200
05/03/2022,US,257956711,,100,219969975,77.7,66.3,,100,47.7,,100,,100977357,772642
05/03/2022,Race_eth_unknown,66010869,34.4,25.6,48926473,,,28.6,22.2,22.8,12.1,29.1,13.2,10864037,90113
05/03/2022,Race_eth_NHNHOPI,616894,0.3,0.2,556792,66.4,60,0.3,0.3,47.7,0.3,0.3,0.4,250076,2854
05/03/2022,Ages_40-49_yrs,35342375,13.7,13.7,30385540,86.6,74.5,13.8,13.8,43.8,13.2,14.4,9.9,13306987,76397
05/03/2022,Race_eth_NHMultiracial,3792015,2,1.5,3796594,51.6,51.7,2.2,1.7,73.4,2.9,2.2,3.5,2591024,23906
05/03/2022,Ages_18-24_yrs,23923977,9.3,9.3,19403241,78.2,63.4,8.8,8.8,31.2,6,9.2,7,6051915,53939
05/03/2022,Age_unknown,8837,0,0,2171,,,0,0,0,0,0,0,0,0
05/03/2022,Race_eth_NHAsian,12824467,6.7,5,11585047,67.5,61,6.8,5.3,69.1,8.3,6.6,7.9,7463381,53628
05/03/2022,Race_eth_NHBlack,19752090,10.3,7.7,17291381,47.9,42,10.1,7.9,45,8.3,10.2,12.1,7496344,82545
05/03/2022,Sex_Female,133417934,52.2,51.7,114472387,79.2,67.9,52.4,52,50,54.8,52.5,55.6,55216233,428955
05/03/2022,Race_eth_Hispanic,39956861,20.8,15.5,34017534,62.7,53.4,19.9,15.5,42.3,15.1,19.6,19.3,13621448,131633
05/03/2022,Race_eth_NHOther,7716167,4,3,6461393,,,3.8,2.9,46.5,3.2,3.8,3.3,2878123,22227
05/03/2022,Race_eth_NHAIAN,1763396,0.9,0.7,1468431,72.4,60.3,0.9,0.7,45.8,0.7,0.8,1.1,634165,7576
05/03/2022,Ages_16-17_yrs,6101040,2.4,2.4,5230272,72.7,62.3,2.4,2.4,29.6,1.5,2.5,2.3,1549332,17893
05/03/2022,Ages_65-74_yrs,33862063,13.1,13.1,29568553,95,92.7,13.4,13.4,67.1,19.7,14,19.4,19852820,149820
05/03/2022,Ages_5-11_yrs,10163802,3.9,3.9,8235109,35.4,28.6,3.7,3.7,0,0,0,0,0,0
05/03/2022,Age_known,257947874,99.9,99.9,219967804,,,99.9,99.9,47.7,99.9,99.9,99.9,100977357,772642
05/03/2022,Ages_25-39_yrs,54784067,21.2,21.2,45753050,80.1,66.9,20.8,20.8,35.8,16.2,21.6,15.2,16398003,117121
05/03/2022,Sex_Male,122249806,47.8,47.4,103958996,74.8,63.6,47.6,47.3,45.7,45.2,47.5,44.4,45574067,342561
05/03/2022,Ages_12-17_yrs,17510989,6.8,6.8,14945544,69.2,59.1,6.8,6.8,24.7,3.7,7.1,7.2,3691469,55892
05/03/2022,Ages_<5yrs,96882,0,0,47853,0.5,0.2,0,0,0,0,0,0,0,0
05/03/2022,Ages_<12yrs,10267041,4,4,8284509,21.2,17.1,3.8,3.8,0,0,0,0,0,0
05/03/2022,Ages_50-64_yrs,59281584,23,23,51677499,93.1,81.2,23.5,23.5,53.2,27.2,24.4,25.4,27495132,195882
05/03/2022,Ages_12-15_yrs,11409949,4.4,4.4,9715272,67.5,57.4,4.4,4.4,22,2.1,4.6,4.9,2142137,37999
05/03/2022,Race_eth_known,191945795,99.9,74.4,171043396,,,99.9,77.8,54.9,99.9,99.9,99.9,90113320,682529
05/03/2022,Race_eth_NHMult_Oth,11508182,6,4.5,10257987,,,6,4.7,56.3,6.1,5.9,6.8,5469147,46133
05/03/2022,Sex_unknown,2288971,0.9,0.9,1538592,,,0.7,0.7,12.3,0.2,0.7,0.1,187057,1126
05/03/2022,Race_eth_NHWhite,105523905,55,40.9,95866224,53.5,48.6,56,43.6,59.5,61.2,56.6,52.5,55178759,358160
05/03/2022,Sex_known,255667740,99.9,99.1,218431383,,,99.9,99.3,48,99.9,99.9,99.9,100790300,771516
05/03/2022,Ages_75+_yrs,22975778,8.9,8.9,19949868,95,87.1,9.1,9.1,71.1,14,9.4,16,14181031,123591
05/02/2022,Race_eth_known,191923638,99.9,74.4,171021080,,,99.9,77.8,54.9,99.9,99.9,99.9,90075686,723400
05/02/2022,Sex_unknown,2288506,0.9,0.9,1538527,,,0.7,0.7,12.3,0.2,0.7,0.1,186982,1217
05/02/2022,Ages_18-24_yrs,23921177,9.3,9.3,19401330,78.2,63.4,8.8,8.8,31.2,6,9.2,6.9,6048973,56340
05/02/2022,Ages_12-15_yrs,11408868,4.4,4.4,9714266,67.4,57.4,4.4,4.4,22,2.1,4.6,4.8,2140148,39681
05/02/2022,Race_eth_NHWhite,105513485,55,40.9,95854383,53.5,48.6,56,43.6,59.5,61.2,56.6,52.7,55159522,381440
05/02/2022,Ages_75+_yrs,22972126,8.9,8.9,19945282,95,87.1,9.1,9.1,71.1,14,9.4,16.3,14174014,133760
05/02/2022,Ages_50-64_yrs,59276401,23,23,51672571,93.1,81.2,23.5,23.5,53.2,27.2,24.4,25.2,27484780,206458
05/02/2022,Age_known,257919107,99.9,99.9,219941115,,,99.9,99.9,47.7,99.9,99.9,99.9,100935547,819368
05/02/2022,Ages_16-17_yrs,6100340,2.4,2.4,5229766,72.7,62.3,2.4,2.4,29.6,1.5,2.5,2.3,1548357,18688
05/02/2022,Ages_25-39_yrs,54779051,21.2,21.2,45749824,80.1,66.9,20.8,20.8,35.8,16.2,21.6,15,16391764,122802
05/02/2022,Ages_<12yrs,10263337,4,4,8281032,21.2,17.1,3.8,3.8,0,0,0,0,0,0
05/02/2022,Race_eth_Hispanic,39951481,20.8,15.5,34013112,62.7,53.4,19.9,15.5,42.3,15.1,19.6,19.1,13614052,138078
05/02/2022,Race_eth_NHOther,7715381,4,3,6460744,,,3.8,2.9,46.5,3.2,3.8,3.3,2876920,23605
05/02/2022,Race_eth_NHMult_Oth,11507081,6,4.5,10256809,,,6,4.7,56.3,6.1,5.9,6.8,5466417,49275
05/02/2022,Race_eth_unknown,66004259,34.4,25.6,48922100,,,28.6,22.2,22.8,12.1,29.1,13.3,10859861,95968
05/02/2022,Race_eth_NHMultiracial,3791700,2,1.5,3796065,51.6,51.7,2.2,1.7,73.4,2.9,2.2,3.5,2589497,25670
05/02/2022,Race_eth_NHNHOPI,616815,0.3,0.2,556706,66.4,59.9,0.3,0.3,47.6,0.3,0.3,0.4,249883,3020
05/02/2022,Sex_Female,133403214,52.2,51.7,114458560,79.1,67.9,52.4,52,50,54.8,52.5,55.5,55193354,454226
05/02/2022,Ages_<5yrs,96455,0,0,47541,0.5,0.2,0,0,0,0,0,0,0,0
05/02/2022,Age_unknown,8837,0,0,2171,,,0,0,0,0,0,0,0,0
05/02/2022,Ages_65-74_yrs,33857544,13.1,13.1,29562964,95,92.7,13.4,13.4,67.1,19.7,14,19.7,19844617,161666
05/02/2022,Race_eth_NHAIAN,1763077,0.9,0.7,1468113,72.4,60.3,0.9,0.7,45.8,0.7,0.8,1.1,633643,8090
05/02/2022,Race_eth_NHBlack,19748952,10.3,7.7,17288372,47.9,41.9,10.1,7.9,45,8.3,10.2,12.1,7491839,87689
05/02/2022,Ages_12-17_yrs,17509208,6.8,6.8,14944032,69.2,59.1,6.8,6.8,24.7,3.7,7.1,7.1,3688505,58369
05/02/2022,Ages_5-11_yrs,10160530,3.9,3.9,8231944,35.3,28.6,3.7,3.7,0,0,0,0,0,0
05/02/2022,US,257927944,,100,219943286,77.7,66.2,,100,47.7,,100,,100935547,819368
05/02/2022,Sex_known,255639438,99.9,99.1,218404759,,,99.9,99.3,47.9,99.9,99.9,99.9,100748565,818151
05/02/2022,Race_eth_NHAsian,12822747,6.7,5,11583585,67.5,61,6.8,5.3,69,8.3,6.6,7.7,7460330,55808
05/02/2022,Ages_40-49_yrs,35340263,13.7,13.7,30384080,86.6,74.5,13.8,13.8,43.8,13.2,14.4,9.8,13302894,79973
05/02/2022,Sex_Male,122236224,47.8,47.4,103946199,74.8,63.6,47.6,47.3,45.7,45.2,47.5,44.5,45555211,363925
05/01/2022,Age_known,257876870,99.9,99.9,219903002,,,99.9,99.9,47.7,99.9,99.9,99.9,100876262,848712
05/01/2022,Sex_known,255597668,99.9,99.1,218366739,,,99.9,99.3,47.9,99.9,99.9,99.9,100689356,847446
05/01/2022,Ages_25-39_yrs,54770820,21.2,21.2,45744717,80.1,66.9,20.8,20.8,35.8,16.2,21.6,14.7,16382067,124727
05/01/2022,Race_eth_unknown,65993516,34.4,25.6,48915865,,,28.6,22.2,22.8,12.1,29.1,13.2,10853528,99079
05/01/2022,Race_eth_NHMultiracial,3791216,2,1.5,3795336,51.6,51.7,2.2,1.7,73.4,2.9,2.2,3.6,2587768,27105
05/01/2022,Race_eth_NHNHOPI,616686,0.3,0.2,556602,66.4,59.9,0.3,0.3,47.6,0.3,0.3,0.4,249675,3140
05/01/2022,Ages_75+_yrs,22967415,8.9,8.9,19939237,95,87,9.1,9.1,71,14,9.4,16.8,14165370,142185
05/01/2022,Ages_40-49_yrs,35336961,13.7,13.7,30381797,86.6,74.5,13.8,13.8,43.8,13.2,14.4,9.7,13297103,81906
05/01/2022,Race_eth_NHBlack,19744597,10.3,7.7,17284171,47.9,41.9,10.1,7.9,44.9,8.3,10.2,12.1,7485648,90871
05/01/2022,Ages_<12yrs,10258712,4,4,8277078,21.2,17.1,3.8,3.8,0,0,0,0,0,0
05/01/2022,Race_eth_NHOther,7714299,4,3,6459748,,,3.8,2.9,46.5,3.2,3.8,3.3,2875299,24464
05/01/2022,Race_eth_NHWhite,105498692,55,40.9,95836989,53.5,48.6,56,43.6,59.5,61.2,56.6,52.9,55131295,396546
05/01/2022,Ages_50-64_yrs,59268909,23,23,51665064,93.1,81.2,23.5,23.5,53.2,27.2,24.4,25.1,27470032,212696
05/01/2022,Race_eth_NHAsian,12820388,6.7,5,11581724,67.5,61,6.8,5.3,69,8.3,6.6,7.6,7456148,57037
05/01/2022,Age_unknown,8836,0,0,2170,,,0,0,0,0,0,0,0,0
05/01/2022,Ages_12-15_yrs,11407145,4.4,4.4,9712804,67.4,57.4,4.4,4.4,22,2.1,4.6,4.8,2137271,40338
05/01/2022,US,257885706,,100,219905172,77.7,66.2,,100,47.7,,100,,100876262,848712
05/01/2022,Race_eth_NHAIAN,1762680,0.9,0.7,1467713,72.4,60.3,0.9,0.7,45.7,0.7,0.8,1.1,633052,8529
05/01/2022,Ages_18-24_yrs,23916276,9.3,9.3,19398171,78.2,63.4,8.8,8.8,31.2,6,9.2,6.7,6044382,57214
05/01/2022,Race_eth_NHMult_Oth,11505515,6,4.5,10255084,,,6,4.7,56.3,6.1,5.9,6.9,5463067,51569
05/01/2022,Race_eth_Hispanic,39943585,20.8,15.5,34006918,62.7,53.3,19.9,15.5,42.3,15.1,19.6,18.9,13603849,141941
05/01/2022,Sex_unknown,2288038,0.9,0.9,1538433,,,0.7,0.7,12.3,0.2,0.7,0.1,186906,1266
05/01/2022,Ages_16-17_yrs,6099242,2.4,2.4,5229022,72.7,62.3,2.4,2.4,29.6,1.5,2.5,2.3,1547034,19141
05/01/2022,Sex_Female,133381775,52.2,51.7,114438646,79.1,67.9,52.4,52,50,54.8,52.5,55.5,55160742,469931
05/01/2022,Ages_65-74_yrs,33851390,13.1,13.1,29555112,95,92.7,13.4,13.4,67.1,19.7,14,20.1,19833003,170505
05/01/2022,Sex_Male,122215893,47.8,47.4,103928093,74.8,63.6,47.6,47.3,45.6,45.2,47.5,44.5,45528614,377515
05/01/2022,Ages_12-17_yrs,17506387,6.8,6.8,14941826,69.2,59,6.8,6.8,24.7,3.7,7.1,7,3684305,59479
05/01/2022,Ages_5-11_yrs,10156421,3.9,3.9,8228334,35.3,28.6,3.7,3.7,0,0,0,0,0,0
05/01/2022,Ages_<5yrs,95940,0,0,47197,0.5,0.2,0,0,0,0,0,0,0,0
05/01/2022,Race_eth_known,191892143,99.9,74.4,170989201,,,99.9,77.8,54.9,99.9,99.9,99.9,90022734,749633
04/30/2022,Race_eth_Hispanic,39939124,20.8,15.5,34003917,62.6,53.3,19.9,15.5,42.3,15.1,19.6,18.8,13599610,151461
04/30/2022,Ages_25-39_yrs,54766628,21.2,21.2,45742397,80.1,66.9,20.8,20.8,35.8,16.2,21.6,14.5,16377755,131839
04/30/2022,Race_eth_NHAsian,12819019,6.7,5,11580640,67.5,61,6.8,5.3,69,8.3,6.6,7.5,7453760,60520
04/30/2022,Race_eth_known,191877761,99.9,74.4,170975651,,,99.9,77.8,54.9,99.9,99.9,99.9,90002151,806415
04/30/2022,Sex_Male,122206634,47.8,47.4,103920583,74.8,63.6,47.6,47.3,45.6,45.2,47.5,44.6,45518229,406079
04/30/2022,Race_eth_NHMult_Oth,11504917,6,4.5,10254422,,,6,4.7,56.3,6.1,5.9,7,5461788,56105
04/30/2022,Race_eth_NHBlack,19742983,10.3,7.7,17282426,47.9,41.9,10.1,7.9,44.9,8.3,10.2,12.1,7483558,97376
04/30/2022,Ages_16-17_yrs,6098611,2.4,2.4,5228596,72.7,62.3,2.4,2.4,29.6,1.5,2.5,2.2,1546172,20313
04/30/2022,Sex_known,255578445,99.9,99.1,218350853,,,99.9,99.3,47.9,99.9,99.9,99.9,100666414,910208
04/30/2022,Race_eth_NHOther,7713894,4,3,6459418,,,3.8,2.9,46.5,3.2,3.8,3.3,2874783,26392
04/30/2022,Race_eth_unknown,65988628,34.4,25.6,48913521,,,28.6,22.2,22.8,12.1,29.1,13,10851154,105160
04/30/2022,Race_eth_NHAIAN,1762599,0.9,0.7,1467648,72.4,60.3,0.9,0.7,45.7,0.7,0.8,1.1,632975,9208
04/30/2022,Race_eth_NHWhite,105492465,55,40.9,95830029,53.5,48.6,56,43.6,59.4,61.2,56.6,53.1,55120834,428376
04/30/2022,Sex_Female,133371811,52.2,51.7,114430270,79.1,67.9,52.4,52,50,54.8,52.5,55.4,55148185,504129
04/30/2022,US,257866436,,100,219889278,77.7,66.2,,100,47.7,,100,,100853305,911575
04/30/2022,Ages_40-49_yrs,35335281,13.7,13.7,30380795,86.6,74.5,13.8,13.8,43.8,13.2,14.4,9.5,13294533,86746
04/30/2022,Ages_18-24_yrs,23914059,9.3,9.3,19396730,78.2,63.4,8.8,8.8,31.2,6,9.2,6.7,6042237,60633
04/30/2022,Race_eth_NHNHOPI,616654,0.3,0.2,556569,66.4,59.9,0.3,0.3,47.6,0.3,0.3,0.4,249626,3369
04/30/2022,Ages_50-64_yrs,59264941,23,23,51661265,93.1,81.2,23.5,23.5,53.2,27.2,24.4,24.9,27463927,227229
04/30/2022,Ages_12-15_yrs,11406131,4.4,4.4,9712022,67.4,57.4,4.4,4.4,22,2.1,4.6,4.7,2135619,42795
04/30/2022,Age_unknown,8836,0,0,2170,,,0,0,0,0,0,0,0,0
04/30/2022,Ages_12-17_yrs,17504742,6.8,6.8,14940618,69.2,59,6.8,6.8,24.6,3.7,7.1,6.9,3681791,63108
04/30/2022,Ages_65-74_yrs,33849185,13.1,13.1,29552506,95,92.7,13.4,13.4,67.1,19.7,14,20.5,19829770,186970
04/30/2022,Sex_unknown,2287991,0.9,0.9,1538425,,,0.7,0.7,12.3,0.2,0.7,0.2,186891,1367
04/30/2022,Race_eth_NHMultiracial,3791023,2,1.5,3795004,51.6,51.7,2.2,1.7,73.3,2.9,2.2,3.7,2587005,29713
04/30/2022,Ages_<5yrs,95747,0,0,47066,0.5,0.2,0,0,0,0,0,0,0,0
04/30/2022,Ages_75+_yrs,22966014,8.9,8.9,19937531,95,87,9.1,9.1,71,14,9.4,17,14163292,155050
04/30/2022,Ages_<12yrs,10256750,4,4,8275266,21.2,17.1,3.8,3.8,0,0,0,0,0,0
04/30/2022,Ages_5-11_yrs,10154654,3.9,3.9,8226653,35.3,28.6,3.7,3.7,0,0,0,0,0,0
04/30/2022,Age_known,257857600,99.9,99.9,219887108,,,99.9,99.9,47.7,99.9,99.9,99.9,100853305,911575
04/29/2022,Sex_Female,133355382,52.2,51.7,114414988,79.1,67.9,52.4,52,50,54.8,52.5,55.3,55124443,486163
04/29/2022,Sex_Male,122191307,47.8,47.4,103906962,74.8,63.6,47.6,47.3,45.6,45.2,47.5,44.7,45499344,392583
04/29/2022,Race_eth_unknown,65980589,34.4,25.6,48909001,,,28.6,22.2,22.8,12.1,29.1,13,10846273,101391
04/29/2022,Ages_12-17_yrs,17502028,6.8,6.8,14938257,69.2,59,6.8,6.8,24.6,3.6,7.1,6.7,3676525,58889
04/29/2022,Ages_50-64_yrs,59258624,23,23,51654640,93.1,81.1,23.5,23.5,53.1,27.2,24.4,24.8,27452250,218464
04/29/2022,Race_eth_NHMult_Oth,11503705,6,4.5,10252998,,,6,4.7,56.2,6.1,5.9,7,5459137,54168
04/29/2022,Ages_75+_yrs,22963295,8.9,8.9,19934162,95,87,9.1,9.1,71,14,9.4,17.3,14159033,151845
04/29/2022,Race_eth_NHOther,7713014,4,3,6458587,,,3.8,2.9,46.5,3.2,3.8,3.3,2873571,25412
04/29/2022,Age_unknown,8836,0,0,2170,,,0,0,0,0,0,0,0,0
04/29/2022,Ages_25-39_yrs,54760926,21.2,21.2,45738955,80.1,66.9,20.8,20.8,35.8,16.2,21.6,14.4,16370708,126897
04/29/2022,Ages_40-49_yrs,35332719,13.7,13.7,30379135,86.6,74.5,13.8,13.8,43.7,13.2,14.4,9.5,13289697,83192
04/29/2022,Race_eth_NHBlack,19740029,10.3,7.7,17279362,47.9,41.9,10.1,7.9,44.9,8.3,10.2,12.1,7479409,94300
04/29/2022,US,257834599,,100,219860345,77.7,66.2,,100,47.6,,100,,100810634,880080
04/29/2022,Race_eth_NHAIAN,1762486,0.9,0.7,1467535,72.4,60.3,0.9,0.7,45.7,0.7,0.8,1.2,632854,9143
04/29/2022,Race_eth_NHAsian,12816749,6.7,5,11578600,67.5,61,6.8,5.3,69,8.3,6.6,7.4,7449695,57883
04/29/2022,Ages_<12yrs,10252088,4,4,8270589,21.1,17.1,3.8,3.8,0,0,0,0,0,0
04/29/2022,Sex_unknown,2287910,0.9,0.9,1538395,,,0.7,0.7,12.3,0.2,0.7,0.2,186847,1334
04/29/2022,Sex_known,255546689,99.9,99.1,218321950,,,99.9,99.3,47.9,99.9,99.9,99.9,100623787,878746
04/29/2022,Race_eth_NHWhite,105482347,55,40.9,95818062,53.5,48.6,56,43.6,59.4,61.2,56.6,53.2,55102593,414186
04/29/2022,Ages_<5yrs,95296,0,0,46785,0.5,0.2,0,0,0,0,0,0,0,0
04/29/2022,Ages_5-11_yrs,10150443,3.9,3.9,8222257,35.3,28.6,3.7,3.7,0,0,0,0,0,0
04/29/2022,Ages_16-17_yrs,6097652,2.4,2.4,5227943,72.7,62.3,2.4,2.4,29.5,1.5,2.5,2.2,1544711,19225
04/29/2022,Race_eth_NHMultiracial,3790691,2,1.5,3794411,51.6,51.7,2.2,1.7,73.3,2.9,2.2,3.7,2585566,28756
04/29/2022,Race_eth_NHNHOPI,616569,0.3,0.2,556474,66.4,59.9,0.3,0.3,47.6,0.3,0.3,0.4,249423,3191
04/29/2022,Race_eth_known,191853963,99.9,74.4,170951238,,,99.9,77.8,54.9,99.9,99.9,99.9,89964361,778689
04/29/2022,Age_known,257825763,99.9,99.9,219858175,,,99.9,99.9,47.6,99.9,99.9,99.9,100810634,880080
04/29/2022,Ages_12-15_yrs,11404376,4.4,4.4,9710314,67.4,57.4,4.4,4.4,22,2.1,4.6,4.5,2131814,39664
04/29/2022,Ages_18-24_yrs,23911013,9.3,9.3,19394649,78.2,63.4,8.8,8.8,31.1,6,9.2,6.6,6038960,58385
